event_id,date,campaign_id,channel,campaign_type,country,impressions,clicks,leads,conversions,cost,revenue,customer_id,estimated_CLV
07a99baa-d073-4093-a397-11dad3d976be,2024-05-19,cmp_994,Email,Promo,IN,5012,226,28,5,30.4,105.86,3823bc3e-8872-4efb-b85d-ee18a9b0075e,220.41
a11bfe1d-171c-4f5d-a52a-47bb13c54304,2024-10-23,cmp_953,Organic,Acquisition,GB,5133,416,71,26,14.65,2126.38,81261a23-db01-4398-a886-4cdb78aed5b1,1244.37
991013c5-18ac-4da7-bc6e-a961538c6729,2025-02-11,cmp_726,Affiliate,Acquisition,AU,4900,154,25,5,55.47,197.42,267e80c4-7454-497c-a0d1-47a5f4c66de8,103.48
abbbea21-17b9-44a6-989f-d554b7fa1e47,2024-03-09,cmp_778,Display,Retention,IN,5062,26,0,0,6.54,0.0,,3167.3
d9078aa1-8c2e-4e10-8aef-b61057c6c65a,2024-01-21,cmp_534,Affiliate,Acquisition,US,5055,164,13,5,70.38,464.59,252fe193-7864-43d8-aaf2-31c806102a41,1076.33
90474631-9c5d-4a30-9e37-d0d8f43ad06e,2024-02-16,cmp_876,Affiliate,Brand,US,5004,222,19,2,70.49,33.89,c0763e35-a57c-4674-91ce-c2b780823b73,109.96
8cedf198-32c6-4bdc-83fb-393e34dcd75c,2024-04-10,cmp_326,Paid Search,Acquisition,FR,4871,400,53,10,322.03,904.63,b2cb67a4-bdb6-4090-84e8-c4ce2a954a87,237.07
eb6d2296-7d9c-451e-b6ff-a917b2dec465,2024-11-02,cmp_762,Affiliate,Brand,US,4907,157,10,3,66.08,56.13,a4aafd9f-3c54-498e-a5d6-38956751bc8a,272.16
8e364e6a-aaca-427e-b791-f635d766712b,2024-12-20,cmp_367,Social,Acquisition,US,4905,112,13,4,55.06,663.15,58db2442-40e4-4738-b0ed-650b6c30ba26,250.83
ec26784e-b631-4252-8ab6-dbe58c0d4d6c,2024-01-02,cmp_215,Paid Search,Acquisition,CA,5009,167,14,2,215.81,252.37,bb2a5a73-c1fb-4e86-994c-a6be5b2d4c1e,294.09
96cdce23-b8d7-4055-a569-4fb86b979348,2024-05-08,cmp_699,Display,Brand,US,5063,19,1,0,3.6,0.0,,502.58
f3ff485d-938a-41c4-86f9-fffa1034bf31,2024-04-07,cmp_929,Email,Retention,US,5012,277,33,3,39.14,130.98,89d1bdc4-a0bf-4610-8d01-0bf970ee0b4a,464.55
61b3f005-b83d-4611-96ed-ddb1069c96fe,2024-02-15,cmp_853,Affiliate,Acquisition,IN,5111,159,12,4,30.65,456.71,c98bde01-e79e-4fb8-b240-28eebef23af3,1121.41
d272dd50-4eec-4b1d-8da2-30b3cab23787,2024-01-23,cmp_459,Email,Acquisition,CA,4943,281,13,5,52.31,1276.8,d7c41e78-48ef-4e6c-a93b-10d52d42c469,840.59
0efa435c-963d-4b2b-b967-21b85fe39459,2024-03-15,cmp_428,Affiliate,Acquisition,FR,4872,138,10,2,44.38,298.82,527a1605-75e0-456c-b9c1-8fd78d0dfcf4,258.23
08de75ed-0867-480a-b41f-ce519a060b49,2025-05-30,cmp_944,Social,Acquisition,IN,5001,81,3,1,37.73,142.01,bd7b796f-1302-41c3-8ad1-9a49b6388a3f,1131.91
0d1db8d6-cd37-41d8-8490-af4e462ed9a8,2024-03-11,cmp_139,Social,Acquisition,US,5015,95,2,0,23.47,0.0,,1671.19
273a1d7c-6450-4bdb-bf7b-51701b47786e,2024-05-11,cmp_281,Email,Retention,IN,5117,227,27,10,34.97,800.3,e0506c18-2f14-4d92-a56f-a53cb4f66ff5,733.82
bd88b7b7-13cc-4dbb-bb4f-052b05c1aab8,2024-08-06,cmp_589,Organic,Acquisition,IN,5020,455,77,33,26.23,4906.11,698f5749-4bff-4bf6-bb38-dea52b2332a3,1790.11
8e506bc6-604d-47ff-ad57-dca7671e8438,2024-03-22,cmp_308,Email,Acquisition,US,5020,216,25,5,36.44,650.02,54a291a5-87bc-4e32-9a1f-7187c7e2dbfc,247.42
cf4bcee2-186b-4ceb-9f6c-04ed54a5e1ff,2025-10-04,cmp_372,Paid Search,Retention,IN,5012,273,9,3,232.44,112.93,295e9d04-fd1e-4bd4-bc5c-2402e4c4c605,100.26
4f2b1440-aaa7-420a-9bee-341f765b017d,2025-08-13,cmp_218,Paid Search,Acquisition,US,5058,322,35,15,491.71,1791.25,43fca456-2a2b-448b-b27b-e4b2b9e04627,632.67
485677ce-8d5c-4cbd-a3cc-079289c83a30,2024-02-22,cmp_481,Social,Retention,IN,5021,64,2,0,35.45,0.0,,507.16
2f6fe5be-3a97-405a-8f2f-cd8167b2bdbc,2024-05-03,cmp_635,Referral,Retention,FR,5114,166,19,2,3.9,163.73,2b026d9f-4a9f-4976-9468-be1234bcc229,318.83
fc47b9a5-03dd-4840-b0b1-5a469af2f4e9,2024-03-05,cmp_357,Email,Acquisition,US,5076,131,19,4,16.74,463.59,0f9db4dc-a9dd-44cb-8564-473b792e1075,646.55
82a37c03-0f53-4054-a110-e55b3808bdb5,2024-03-01,cmp_582,Paid Search,Acquisition,GB,4989,348,29,12,323.04,1916.76,07c34d6d-0380-4b46-8bbf-aaf1089811b1,1133.36
e0e5e1c8-8099-4ec0-ba84-a59844e68b75,2024-01-07,cmp_608,Paid Search,Acquisition,US,4902,378,18,8,344.67,756.73,60238449-53ed-4342-ba95-a93d06d701dd,1057.1
27003363-8fe0-416b-96dc-66d283af41b4,2024-06-18,cmp_191,Social,Retention,US,5012,87,5,0,21.41,0.0,,2317.47
